"intBiotaAssociateID","intBiotaID","tintAssocType","intAssocBiotaID","vchrAssocBiotaText","vchrRelationForward","vchrRelationReverse","intRefID","vchrRefPage","bitUncertain","txtNotes","GUID"
"702","66441","0","55857","","is a synonym of","has synonym","","","False","","{2AB656D0-0E3C-4916-8A14-127599FD7E6D}"
"703","55857","0","66442","","has synonym","is a synonym of","","","False","","{9C0B336E-60E6-4304-9DE5-6CE2FE31C3EF}"
"704","66442","0","55857","","is a synonym of","has synonym","","","False","","{A8DDF9B8-8F1A-4C3A-BBCF-D194E0E59EBC}"
"705","55858","0","66433","","has synonym","is a synonym of","","","False","","{A84351D6-D202-4BA1-A46A-52A9ACD6252A}"
"706","66433","0","55858","","is a synonym of","has synonym","","","False","","{86798F45-3DFB-48B7-921C-EA3C7EA02526}"
"713","55868","0","61494","","has synonym","is a synonym of","","","False","","{95274F20-1986-43F2-8FC2-2C647C1AC54C}"
"714","61494","0","55868","","is a synonym of","has synonym","","","False","","{0C7836ED-9B3E-420A-A6DC-8A1E40766D3B}"
"719","55873","0","72717","","has synonym","is a synonym of","","","False","","{73A6B018-84EE-44B2-87DF-184826B4D213}"
"720","72717","0","55873","","is a synonym of","has synonym","","","False","","{292DEC5A-2E20-432D-8659-94EA0251D116}"
"721","55874","0","68692","","has synonym","is a synonym of","","","False","","{7098278E-6FD0-4663-BBF2-A7A6D4B5093B}"
"722","68692","0","55874","","is a synonym of","has synonym","","","False","","{D91BB6E4-7AC2-4F32-A755-530E9BEA2C2D}"
"727","55881","0","73136","","has synonym","is a synonym of","","","False","","{E8E9C9B4-6BE4-4EC4-AEDE-592CDCA57ADB}"
"728","73136","0","55881","","is a synonym of","has synonym","","","False","","{1637B12A-BD30-4C6A-8B40-8C8EC56A1B1D}"
"729","55887","0","75201","","has synonym","is a synonym of","","","False","","{7B43CE6E-A10B-4898-B0DD-D33F0FFD2C18}"
"730","75201","0","55887","","is a synonym of","has synonym","","","False","","{9529F8B9-F487-4647-A801-B286E7923DE7}"
"736","77249","0","55901","","is a synonym of","has synonym","","","False","","{74BD9FA9-AE84-43C9-ACE3-4AD0E3F9E4C8}"
"737","55901","0","77250","","has synonym","is a synonym of","","","False","","{3EE4FB44-B461-4E61-8BD4-D8799124BFE5}"
"738","77250","0","55901","","is a synonym of","has synonym","","","False","","{D9CCF188-7ADB-4F90-832C-819796A10727}"
"739","55929","0","65179","","has synonym","is a synonym of","","","False","","{97AC4CFF-7639-4CD2-B076-4891F28FD0EC}"
"744","62723","0","55937","","is a synonym of","has synonym","","","False","","{DC641F97-8AE2-4D80-BEA8-724D0D22A8CE}"
"745","55937","0","66100","","has synonym","is a synonym of","","","False","","{A2EEA0FB-476C-42B9-82FB-C748403944C5}"
"746","66100","0","55937","","is a synonym of","has synonym","","","False","","{0EDCA801-FF45-414B-91D2-C5069DE35603}"
"753","55955","0","74649","","has synonym","is a synonym of","","","False","","{ABD33F96-CE63-489C-BDED-FA7A47C9FE21}"
"754","74649","0","55955","","is a synonym of","has synonym","","","False","","{A51EA209-395C-450A-9F2C-704C312F6E44}"
"761","55980","0","69777","","has synonym","is a synonym of","","","False","","{F526F66D-4219-4BE8-90C0-E5AF8DFE0A05}"
"762","69777","0","55980","","is a synonym of","has synonym","","","False","","{4F4F8C45-8E23-4929-B4DB-4A61A821AD82}"
"763","55980","0","69778","","has synonym","is a synonym of","","","False","","{174D952B-11DA-4AAA-A557-CB4428F55A2B}"
"764","69778","0","55980","","is a synonym of","has synonym","","","False","","{4A0CB7E7-EFAB-4493-B1C5-5EA4C52A57D7}"
"769","56024","0","55491","","has synonym","is a synonym of","","","False","","{B7F3907E-3BE2-4A21-A379-5F609B444A0F}"
"770","55491","0","56024","","is a synonym of","has synonym","","","False","","{1102F8A0-9876-41F6-A55B-B276BF76EE41}"
"771","56040","0","56039","","has synonym","is a synonym of","","","False","","{6F0819B9-70A4-49E1-AA4C-D8AF41444158}"
"772","56039","0","56040","","is a synonym of","has synonym","","","False","","{71C9680B-C61C-4CFF-9CBD-6C2D81880986}"
"778","66478","0","56062","","is a synonym of","has synonym","","","False","","{7CCBBB2B-8DEA-499C-AAF9-E5DDB45CCBC3}"
"779","56062","0","68989","","has synonym","is a synonym of","","","False","","{31FC0367-EC57-4BB1-87ED-C04BDA3CD393}"
"780","68989","0","56062","","is a synonym of","has synonym","","","False","","{F0C06697-2D21-4821-AF6B-D9F9C572B464}"
"787","56121","0","56528","","has synonym","is a synonym of","","","False","","{C7C2A17F-75D4-47CD-ACC6-B627F56DA8CD}"
"788","56528","0","56121","","is a synonym of","has synonym","","","False","","{B47EA3B8-8189-495B-9805-9A3EAB8C660B}"
"789","56123","0","74390","","has synonym","is a synonym of","","","False","","{AD7A90F9-71AD-475F-B9A9-4B5819176552}"
"12293","96555","0","96556","","has synonym","is a synonym of","","","False","","{F63B4830-330A-482A-916C-2D5400CE1892}"
"12294","96556","0","96555","","is a synonym of","has synonym","","","False","","{D47FB8E3-B7BA-46CD-B52B-F15316FBC329}"
"12295","96555","0","96557","","has synonym","is a synonym of","","","False","","{2CA76096-5E38-44D4-883A-D865899858F2}"
"12301","96555","0","96560","","has synonym","is a synonym of","","","False","","{D41D8E31-EE64-4004-A6FB-6DB00A6FC094}"
"12302","96560","0","96555","","is a synonym of","has synonym","","","False","","{631048DC-E0A1-41AA-8E0F-9C561A2B559A}"
"12303","96555","0","96884","","has synonym","is a synonym of","","","False","","{C96E714E-EB1D-4CBE-9183-14977D5FC987}"
"12304","96884","0","96555","","is a synonym of","has synonym","","","False","","{8AFCE80E-7A47-4030-ABE0-997BEEBD0038}"
"12309","96555","0","96887","","has synonym","is a synonym of","","","False","","{915A911C-CBFC-4F66-A20F-F6FF3B82CB0C}"
"12310","96887","0","96555","","is a synonym of","has synonym","","","False","","{3B2107F1-BD02-4036-810A-26A6EAEA0CC6}"
"12311","96555","0","96888","","has synonym","is a synonym of","","","False","","{013C8597-2CFB-475F-ABCD-3BB63BCF22B1}"
"12312","96888","0","96555","","is a synonym of","has synonym","","","False","","{476D3E28-DBBA-41AE-9148-C0B349D1FA5A}"
"12317","96555","0","96891","","has synonym","is a synonym of","","","False","","{836812F7-E869-4015-B276-9C54C72F1B71}"
"12318","96891","0","96555","","is a synonym of","has synonym","","","False","","{6BD7B619-D499-40D9-9F01-29E57C36B564}"
"12319","96555","0","96892","","has synonym","is a synonym of","","","False","","{D3806767-17F2-4637-AEB6-F531F62D127C}"
"12320","96892","0","96555","","is a synonym of","has synonym","","","False","","{529FAA6C-0B36-40B7-ABD3-47896518D1D8}"
"384","73321","0","54253","","is a synonym of","has synonym","","","False","","{988EC8AC-E271-4AE2-94BD-9F8D657F0414}"
"389","54605","0","69493","","has synonym","is a synonym of","","","False","","{399D7610-2BBA-4C57-8967-9A2656149BAF}"
"390","69493","0","54605","","is a synonym of","has synonym","","","False","","{75A30AE6-13C2-4D92-B2D2-ED94B59221E0}"
"391","54605","0","69494","","has synonym","is a synonym of","","","False","","{652C82B3-E5C6-4853-B043-1AD9DF05005B}"
"392","69494","0","54605","","is a synonym of","has synonym","","","False","","{8136A6B3-2AE7-4A02-9CFE-D41DE328CC9E}"
"698","74490","0","55846","","is a synonym of","has synonym","","","False","","{B76CB1AB-2DFF-4457-8F86-2E7A1E21DC5C}"
"699","55857","0","63146","","has synonym","is a synonym of","","","False","","{A0049D7C-24E4-4DF9-9EAF-6510E4BF467E}"
"700","63146","0","55857","","is a synonym of","has synonym","","","False","","{7D212F64-1EE1-4F86-81E3-935AB679B8C5}"
"701","55857","0","66441","","has synonym","is a synonym of","","","False","","{1798B408-AFF5-4140-B932-2B3E56CC805D}"
"707","55858","0","66435","","has synonym","is a synonym of","","","False","","{A609BDE4-CFD1-461E-B763-4D6808C6885D}"
"708","66435","0","55858","","is a synonym of","has synonym","","","False","","{C53A0C4C-769F-4EEE-B69A-BAA871B11198}"
"709","55858","0","66436","","has synonym","is a synonym of","","","False","","{4B59EEDA-CFC2-4C5F-96FD-CDEA6737607A}"
"710","66436","0","55858","","is a synonym of","has synonym","","","False","","{E1FF7BC2-F09F-4CEE-9A46-654822A4FFB2}"
"715","55871","0","61494","","has synonym","is a synonym of","","","False","","{FF2FD3FA-810B-4180-93E9-8612E381F829}"
"716","61494","0","55871","","is a synonym of","has synonym","","","False","","{0E9C9CB5-8E0F-4BEC-8ABB-B6CEF75802CC}"
"717","55871","0","65748","","has synonym","is a synonym of","","","False","","{549176D3-73B2-4315-A2AC-EB2B1907CED1}"
"718","65748","0","55871","","is a synonym of","has synonym","","","False","","{56C4666C-B925-4C29-ADCE-22C7AF7DC54D}"
"723","55877","0","76928","","has synonym","is a synonym of","","","False","","{C95349C6-A950-4DF1-9B5A-115392A3A4FC}"
"724","76928","0","55877","","is a synonym of","has synonym","","","False","","{95999609-4ECD-4884-A6A8-88A644B84717}"
"725","55881","0","73133","","has synonym","is a synonym of","","","False","","{F2E41BA6-FE17-4625-9C3F-500672DFFBD6}"
"726","73133","0","55881","","is a synonym of","has synonym","","","False","","{2B49ED86-D5FD-45CE-A6CA-1282560347C4}"
"733","55901","0","56164","","has synonym","is a synonym of","","","False","","{0594E853-D09A-46D9-A195-97E6090F93D0}"
"734","56164","0","55901","","is a synonym of","has synonym","","","False","","{C70B0509-9692-442E-AD95-ED65D2C02E7D}"
"735","55901","0","77249","","has synonym","is a synonym of","","","False","","{3F36B73C-0BF9-4C5E-95B0-5A0FA3F8D4E9}"
"740","65179","0","55929","","is a synonym of","has synonym","","","False","","{AB9C19B4-8018-4E9B-808E-AA284830AC1B}"
"741","55931","0","74961","","has synonym","is a synonym of","","","False","","{662FA40E-06E6-4730-9255-5574B70DD81A}"
"742","74961","0","55931","","is a synonym of","has synonym","","","False","","{B72634C6-82ED-4F61-87A0-96911BCE89D0}"
"743","55937","0","62723","","has synonym","is a synonym of","","","False","","{9F85A729-B9E8-4484-BAA3-3E05F05A4E74}"
"749","55955","0","69754","","has synonym","is a synonym of","","","False","","{DBAE7B6B-9A66-4E49-99AB-79E46ED2DF3B}"
"750","69754","0","55955","","is a synonym of","has synonym","","","False","","{350E2D65-36AA-409F-B60B-7FB2F23455B0}"
"751","55955","0","74095","","has synonym","is a synonym of","","","False","","{7C72E752-43DE-4F81-B0D9-EAD30320F315}"
"752","74095","0","55955","","is a synonym of","has synonym","","","False","","{1B4594C6-4391-4697-B119-D989F11DFBFE}"
"757","55980","0","55982","","has synonym","is a synonym of","","","False","","{558CC1EB-0679-45B3-AF70-5081ED47305C}"
"758","55982","0","55980","","is a synonym of","has synonym","","","False","","{83AA50AB-B3B3-4C84-9A35-850A9B750033}"
"759","55980","0","69776","","has synonym","is a synonym of","","","False","","{FDD2400E-CFF7-4E66-AB67-45098C56BD2F}"
"760","69776","0","55980","","is a synonym of","has synonym","","","False","","{15A3F519-B787-4768-B4F7-0B34D572CC7C}"
"765","55980","0","69779","","has synonym","is a synonym of","","","False","","{725EC39D-A16F-4518-90D2-7C726C812B52}"
"766","69779","0","55980","","is a synonym of","has synonym","","","False","","{1AB8BBAC-ECB6-4389-A9E5-CF80ED160907}"
"767","55980","0","74466","","has synonym","is a synonym of","","","False","","{A40E681C-FC17-4C9F-BC2F-E50CA7553330}"
"768","74466","0","55980","","is a synonym of","has synonym","","","False","","{5A3BBF77-B16C-47DE-854E-9EE4C196BD49}"
"773","56045","0","71940","","has synonym","is a synonym of","","","False","","{80AC7EE8-4DCE-4D75-B498-BA260CED3610}"
"774","71940","0","56045","","is a synonym of","has synonym","","","False","","{41C6BE3E-FE98-4010-B989-9574AAC318E0}"
"775","56062","0","56061","","has synonym","is a synonym of","","","False","","{BB786A25-4CFA-4C84-8B2C-99C8A175BB9F}"
"776","56061","0","56062","","is a synonym of","has synonym","","","False","","{1723A03E-540C-485E-A4BA-433DD3C27622}"
"777","56062","0","66478","","has synonym","is a synonym of","","","False","","{945826E5-AF8E-4103-8EB0-D73053E9D7A7}"
"790","74390","0","56123","","is a synonym of","has synonym","","","False","","{AC8537CF-FA80-4199-89AF-730A1331AEF9}"
"792","56425","0","56143","","is a synonym of","has synonym","","","False","","{E9AF629B-8566-4558-9526-D17BE3E4645A}"
"12296","96557","0","96555","","is a synonym of","has synonym","","","False","","{AE134933-8C18-46EF-BD82-E47C980B2780}"
"12297","96555","0","96558","","has synonym","is a synonym of","","","False","","{671D59E9-6479-44C2-9D22-BC00D2C838CC}"
"12298","96558","0","96555","","is a synonym of","has synonym","","","False","","{5FB47765-8214-48B5-BE4B-E4693DCEE3DA}"
"12299","96555","0","96559","","has synonym","is a synonym of","","","False","","{4AE8E353-E648-4156-BB05-B9D88F71CD6A}"
"12300","96559","0","96555","","is a synonym of","has synonym","","","False","","{701550E7-044D-4013-B49E-4550491ED6B0}"
"12305","96555","0","96885","","has synonym","is a synonym of","","","False","","{CD372123-8A22-4C8E-81C9-9820FBB109FE}"
"12306","96885","0","96555","","is a synonym of","has synonym","","","False","","{F83B8195-5185-42E9-8779-699FF167798B}"
"12307","96555","0","96886","","has synonym","is a synonym of","","","False","","{50B6D97C-8F5B-45E6-99AE-D8FBC4F499B8}"
"12308","96886","0","96555","","is a synonym of","has synonym","","","False","","{3A580FA5-06F5-4321-AF28-715033B036E4}"
"12313","96555","0","96889","","has synonym","is a synonym of","","","False","","{1E983EFC-1412-4B62-BC5E-14709639368D}"
"12314","96889","0","96555","","is a synonym of","has synonym","","","False","","{5D02F09D-14B2-4FCA-9E95-78CE25D23E39}"
"12315","96555","0","96890","","has synonym","is a synonym of","","","False","","{F5D06D27-2248-4900-A3F3-E813B5BF409F}"
"12316","96890","0","96555","","is a synonym of","has synonym","","","False","","{4F051FAF-8973-4658-9B6B-3C04911D867F}"
"11188","95401","0","95386","","is a synonym of","has synonym","","","False","","{C47EFA16-5F43-4D33-BF27-D04259705A8D}"
"11189","95386","0","95773","","has synonym","is a synonym of","","","False","","{F18819EF-3069-440A-B0BC-A8DD142AA914}"
"11190","95773","0","95386","","is a synonym of","has synonym","","","False","","{1BBC2030-86DF-4EC1-B6F5-2ECA4D18E6D7}"
"11163","95386","0","95387","","has synonym","is a synonym of","","","False","","{0E4C0CB6-6E20-4656-8525-8EAC04B1B506}"
"11168","95389","0","95386","","is a synonym of","has synonym","","","False","","{9BCD640E-EB7E-4AC7-8D8E-1D47853807D1}"
"11169","95386","0","95390","","has synonym","is a synonym of","","","False","","{D0D828B8-AA86-44EB-AE4F-81784E8DB39B}"
"11170","95390","0","95386","","is a synonym of","has synonym","","","False","","{7DB77348-DAF1-49D6-AE61-DEF7AFF35E27}"
"11171","95386","0","95391","","has synonym","is a synonym of","","","False","","{DBC82111-1FCF-49C7-97FD-CE55535BFDBA}"
"11177","95386","0","95395","","has synonym","is a synonym of","","","False","","{5870D8DB-9AE4-4AB9-874C-99E2F75F15F0}"
"11178","95395","0","95386","","is a synonym of","has synonym","","","False","","{A4393C71-8489-4685-A79E-812FBDED4D32}"
"11179","95386","0","95397","","has synonym","is a synonym of","","","False","","{777BACFF-7100-4D60-A31D-765F96280BE3}"
"11180","95397","0","95386","","is a synonym of","has synonym","","","False","","{B1876FC6-B9CB-48CD-ACA6-7CDB97E1C32A}"
"11185","95386","0","95400","","has synonym","is a synonym of","","","False","","{5FC9A3AC-59A3-4E58-ACEB-D631488AAEED}"
"11186","95400","0","95386","","is a synonym of","has synonym","","","False","","{6CEF7B70-CD46-420E-8B2F-922A36284986}"
"11187","95386","0","95401","","has synonym","is a synonym of","","","False","","{60BA8569-F682-4A37-BFF8-89C4D5FBC209}"
"11586","95805","0","95804","","is a synonym of","has synonym","","","False","","{FE6FEC6A-F0EC-4258-9599-476E8E5897DF}"
"11587","95804","0","96013","","has synonym","is a synonym of","","","False","","{2BEFA902-F254-4206-BE70-02188E50D70D}"
"11588","96013","0","95804","","is a synonym of","has synonym","","","False","","{61DD5338-69C2-4532-8C5E-408A62DC92FB}"
"11589","95804","0","96014","","has synonym","is a synonym of","","","False","","{536C3188-300B-4C7A-9449-EED6A5546F6B}"
"11594","96016","0","95804","","is a synonym of","has synonym","","","False","","{E50A8A7D-440B-496B-8A22-D6F23DAABDBA}"
"11619","95846","0","95849","","has synonym","is a synonym of","","","False","","{499364DB-DACC-4C8B-9345-BC612CD92C55}"
"11620","95849","0","95846","","is a synonym of","has synonym","","","False","","{B7C1522C-2A86-4FD7-B7D4-43211DE071B1}"
"11621","95846","0","95850","","has synonym","is a synonym of","","","False","","{5331ADA8-0B7E-4B37-BA1D-9502489A5ED6}"
"11622","95850","0","95846","","is a synonym of","has synonym","","","False","","{9B8BF55B-7791-495E-932D-0845FDD255C9}"
"11623","95846","0","95851","","has synonym","is a synonym of","","","False","","{A31B2778-95F7-46F2-B298-11E59844BBA0}"
"11628","95853","0","95846","","is a synonym of","has synonym","","","False","","{2F870E46-9C03-4AE2-9452-1FB75CC3E0BB}"
"11629","95846","0","95854","","has synonym","is a synonym of","","","False","","{8F017BCA-8F06-4D64-9676-0B7B11F07768}"
"11630","95854","0","95846","","is a synonym of","has synonym","","","False","","{FED78262-E1D2-4A46-AC20-7D5ECC146A30}"
"11631","95846","0","95856","","has synonym","is a synonym of","","","False","","{9B858553-1968-4672-8F91-06F36D89F92E}"
"11636","95859","0","95846","","is a synonym of","has synonym","","","False","","{AB97CDF8-2BBD-4735-8CA2-FD67DD1BE680}"
"11164","95387","0","95386","","is a synonym of","has synonym","","","False","","{CC6DE89A-4332-4D22-9600-16B04FA6C094}"
"11165","95386","0","95388","","has synonym","is a synonym of","","","False","","{56B75930-E71F-46F0-A563-8AC62405E08C}"
"11166","95388","0","95386","","is a synonym of","has synonym","","","False","","{3B29ADA8-C586-4CEA-A2E2-29AAD3A5C088}"
"11167","95386","0","95389","","has synonym","is a synonym of","","","False","","{7E9C1530-B138-4121-8203-A11BBDCD54F7}"
"11172","95391","0","95386","","is a synonym of","has synonym","","","False","","{63ADFB9B-1AEC-4A7B-837F-85197E5C9F45}"
"11173","95386","0","95392","","has synonym","is a synonym of","","","False","","{59D6DC7A-EEAB-4BDC-A51C-7394992BDA0D}"
"11174","95392","0","95386","","is a synonym of","has synonym","","","False","","{3130532F-3895-455A-A1E9-6ABCFD5CDDEE}"
"11175","95386","0","95393","","has synonym","is a synonym of","","","False","","{2DF96BA0-BA7C-4407-867B-3B9E1F8E6F62}"
"11176","95393","0","95386","","is a synonym of","has synonym","","","False","","{AC3D47DC-2BCB-459F-A61D-04BEA39F54B1}"
"11181","95386","0","95398","","has synonym","is a synonym of","","","False","","{5CBB4033-6F0B-4F7C-8969-480F702E89F1}"
"11182","95398","0","95386","","is a synonym of","has synonym","","","False","","{C4264C00-AD36-40DB-BEF7-AF8C4D1139B9}"
"11183","95386","0","95399","","has synonym","is a synonym of","","","False","","{6F89B6AF-4C4F-4D32-8B0A-DD96BA96F56D}"
"11184","95399","0","95386","","is a synonym of","has synonym","","","False","","{32E637E7-7ED0-468E-9D3A-9D7F3DB885AF}"
"11263","95533","0","95298","","has synonym","is a synonym of","","","False","","{2297A173-DD97-4C6D-910B-B95AA3BA7EB2}"
"11269","95533","0","95536","","has synonym","is a synonym of","","","False","","{1D7A3F66-00E4-436E-BEFE-618C625A15B8}"
"11270","95536","0","95533","","is a synonym of","has synonym","","","False","","{AB025F45-0114-4174-A09B-103AF9CBE9B0}"
"11585","95804","0","95805","","has synonym","is a synonym of","","","False","","{CB5493E6-182F-40F5-8F56-5C92C9872DC6}"
"11590","96014","0","95804","","is a synonym of","has synonym","","","False","","{C900FDED-D384-45BE-97B0-D7B10B8348B7}"
"11591","95804","0","96015","","has synonym","is a synonym of","","","False","","{89CDE28D-8856-4A03-AE97-AB40E761DD2F}"
"11592","96015","0","95804","","is a synonym of","has synonym","","","False","","{9416B68E-83DA-4A36-9D7A-B6E20F2E44CE}"
"11593","95804","0","96016","","has synonym","is a synonym of","","","False","","{5A96F08B-E0A9-47A7-B90C-EF5D37BE2455}"
"11615","95846","0","95847","","has synonym","is a synonym of","","","False","","{378752A7-4FAC-410E-A25D-A1AC1209B69C}"
"11616","95847","0","95846","","is a synonym of","has synonym","","","False","","{90283791-AAFB-4D7F-94F8-F809AACFC735}"
"11617","95846","0","95848","","has synonym","is a synonym of","","","False","","{BF741BC3-8C84-4E90-91D6-7B2FC567A39F}"
"11618","95848","0","95846","","is a synonym of","has synonym","","","False","","{2F99FDD3-9A9A-48AC-B5E1-BC5E581D0B0C}"
"11624","95851","0","95846","","is a synonym of","has synonym","","","False","","{4E7F868F-A483-4718-A082-C326A321463E}"
"11625","95846","0","95852","","has synonym","is a synonym of","","","False","","{2BD54F8E-AB4D-4F30-9991-DAF7EF0ADFEA}"
"11626","95852","0","95846","","is a synonym of","has synonym","","","False","","{0833760F-3422-4BF2-A4DB-64E4AB75E3FD}"
"11627","95846","0","95853","","has synonym","is a synonym of","","","False","","{0F6DE2CB-E183-48CA-AB9D-E424E2FEB9A4}"
"11632","95856","0","95846","","is a synonym of","has synonym","","","False","","{F993C4FE-3EE8-4E3F-A7E8-A1B3DBD27FA3}"
"11633","95846","0","95857","","has synonym","is a synonym of","","","False","","{710E23D9-EDD2-4945-9EFC-1EA43A80F70F}"
"11634","95857","0","95846","","is a synonym of","has synonym","","","False","","{D2E8084E-5720-4278-81C1-04D5FF4C79CB}"
"11635","95846","0","95859","","has synonym","is a synonym of","","","False","","{1AFA7F25-4CB1-4F99-97F2-33EF0CCC04EA}"
"11264","95298","0","95533","","is a synonym of","has synonym","","","False","","{69CCF2C3-3A72-4A3D-9916-21A1FC278A4E}"
"11265","95533","0","95534","","has synonym","is a synonym of","","","False","","{7D200509-B135-428E-AFB9-E026D32245B2}"
"11266","95534","0","95533","","is a synonym of","has synonym","","","False","","{5A83670A-A133-4F06-AE64-C7AB7678918B}"
"11267","95533","0","95535","","has synonym","is a synonym of","","","False","","{0B35DBD0-DDBA-4C11-899C-41CB53581B22}"
"11268","95535","0","95533","","is a synonym of","has synonym","","","False","","{3814027B-3B3B-4526-B3B0-949A472F6940}"
"11795","96026","0","96028","","has synonym","is a synonym of","","","False","","{F34F6047-92EE-49C9-B0F2-A52D324345B7}"
"11796","96028","0","96026","","is a synonym of","has synonym","","","False","","{893F2534-D0C4-4288-88A0-D177CA0E9348}"
"11797","96032","0","96034","","has synonym","is a synonym of","","","False","","{5F47ADEE-056B-4716-8BBD-DA7583E3A478}"
"11798","96034","0","96032","","is a synonym of","has synonym","","","False","","{32C89A21-A3C8-4064-B9B8-C941CFB3BEF1}"
"11803","96032","0","96039","","has synonym","is a synonym of","","","False","","{6552A462-EC4A-4584-ACE2-19C07705AE4A}"
"11804","96039","0","96032","","is a synonym of","has synonym","","","False","","{24D92025-4CFD-4695-A906-190DF6A8896A}"
"11805","96032","0","70942","","has synonym","is a synonym of","","","False","","{8AF48080-9982-4351-BBE5-828C412D2174}"
"11806","70942","0","96032","","is a synonym of","has synonym","","","False","","{31CDFE00-95B1-4DB8-89A6-D157F3D06B47}"
"11831","96069","0","96070","","has synonym","is a synonym of","","","False","","{3985090A-91FC-4803-A3C8-84BD36A02786}"
"11832","96070","0","96069","","is a synonym of","has synonym","","","False","","{A6C55162-6887-4033-824E-B112857FA844}"
"11837","96078","0","96079","","has synonym","is a synonym of","","","False","","{E93A820E-6521-4A4F-BF55-D0639E13FD60}"
"11838","96079","0","96078","","is a synonym of","has synonym","","","False","","{AD598C05-25C8-4362-ADE6-B58983F18AC6}"
"11839","96084","0","71049","","has synonym","is a synonym of","","","False","","{3A90BB70-1DB4-4C8F-B159-3EBB243A1E4D}"
"11840","71049","0","96084","","is a synonym of","has synonym","","","False","","{42577622-E365-4AAE-A70F-CD402A2996FD}"
"11845","96120","0","96119","","has synonym","is a synonym of","","","False","","{CFABDDE4-28D0-47E9-A60C-9922752625F0}"
"11846","96119","0","96120","","is a synonym of","has synonym","","","False","","{E970CF16-BE68-4AEE-9343-6631231F6198}"
"11847","96127","0","96126","","has synonym","is a synonym of","","","False","","{D5680B1D-ACCF-40DE-AC0D-D11CCA4C782D}"
"11848","96126","0","96127","","is a synonym of","has synonym","","","False","","{EB1A8C20-40E6-4476-BA15-333395A14AA2}"
"11853","96127","0","96131","","has synonym","is a synonym of","","","False","","{456B7608-6BDF-4D16-B6B4-A2158B883982}"
"11854","96131","0","96127","","is a synonym of","has synonym","","","False","","{CEA91FD1-19BB-4B42-9FE0-F3A01FFBAF7E}"
"11855","96127","0","96133","","has synonym","is a synonym of","","","False","","{BE651B4F-89A5-44E3-9C4A-46FE2C869456}"
"11856","96133","0","96127","","is a synonym of","has synonym","","","False","","{A0A56709-09DF-470F-8C98-7AB3B6EE49F2}"
"11857","96127","0","96134","","has synonym","is a synonym of","","","False","","{250CDF14-C669-4C01-A158-2E84E6C8690A}"
"11862","96136","0","96127","","is a synonym of","has synonym","","","False","","{67F2163E-D0E2-4D6A-B83E-1BA1781AE92C}"
"11863","96127","0","96137","","has synonym","is a synonym of","","","False","","{D402B6F7-90E3-40B1-9079-5056DA4D7EDE}"
"11864","96137","0","96127","","is a synonym of","has synonym","","","False","","{89074859-40F4-438B-BA3B-0A3325DD9EE3}"
"11865","96146","0","82918","","has synonym","is a synonym of","","","False","","{33C78D04-08E8-42CB-A512-82789553518C}"
"11870","96151","0","96149","","is a synonym of","has synonym","","","False","","{A1365DB2-7557-49C9-AD75-41AB3367C5F5}"
"11871","96149","0","96153","","has synonym","is a synonym of","","","False","","{2453C53F-6770-4FE4-A9E0-FE150A82A194}"
"11872","96153","0","96149","","is a synonym of","has synonym","","","False","","{772CE252-06A0-47BE-97DF-95F10D662C66}"
"11873","96149","0","96154","","has synonym","is a synonym of","","","False","","{1CF5BCF6-C226-4FBC-B3D4-28B8B4E80867}"
"11879","96160","0","96159","","has synonym","is a synonym of","","","False","","{5E2D0C5B-D151-41EE-9FA8-B8A1372E4317}"
"11880","96159","0","96160","","is a synonym of","has synonym","","","False","","{14259A82-C754-4519-8684-47B21AC750B0}"
"11793","96026","0","96027","","has synonym","is a synonym of","","","False","","{05DCEF18-B183-4841-9109-A357618FA1AC}"
"11794","96027","0","96026","","is a synonym of","has synonym","","","False","","{9801B4F6-971F-4B15-A981-810DEE1E1816}"
"11799","96032","0","96036","","has synonym","is a synonym of","","","False","","{62F691AC-D173-4C1E-8A77-CF3C46392B98}"
"11800","96036","0","96032","","is a synonym of","has synonym","","","False","","{E20D49C2-6462-47B3-9302-7AD5B4110E98}"
"11801","96032","0","96038","","has synonym","is a synonym of","","","False","","{81944CE1-B122-4664-837A-8BB8032AC3E2}"
"11802","96038","0","96032","","is a synonym of","has synonym","","","False","","{8D82F74B-85AD-414F-A626-2A53E585A157}"
"11833","96071","0","96072","","has synonym","is a synonym of","","","False","","{2E9A2859-1EA9-48C3-8EED-83C1F89C8F94}"
"11834","96072","0","96071","","is a synonym of","has synonym","","","False","","{13A23281-6AE1-427C-99E1-EBE02F16AAC2}"
"11835","96073","0","96074","","has synonym","is a synonym of","","","False","","{39331742-03A8-4D43-8A88-D4E77D3D016B}"
"11836","96074","0","96073","","is a synonym of","has synonym","","","False","","{14A8A543-CD92-4B75-9095-87CF465DD950}"
"11842","69194","0","96107","","is a synonym of","has synonym","","","False","","{31302B10-61C4-4513-9858-4360EC0CBE18}"
"11843","96109","0","96110","","has synonym","is a synonym of","","","False","","{4CA8561B-ED98-437B-B9D4-81AA14C7F095}"
"11844","96110","0","96109","","is a synonym of","has synonym","","","False","","{AAEC20BE-F2E5-4E5C-AA52-96E214C6C88E}"
"11849","96127","0","96128","","has synonym","is a synonym of","","","False","","{A7DA05B9-97E0-437A-B830-DA85DCD4379A}"
"11850","96128","0","96127","","is a synonym of","has synonym","","","False","","{001748E6-312E-46DF-B605-089916E0DE57}"
