"intBiotaAssociateID","intBiotaID","tintAssocType","intAssocBiotaID","vchrAssocBiotaText","vchrRelationForward","vchrRelationReverse","intRefID","vchrRefPage","bitUncertain","txtNotes","GUID"
"5","52157","0","60214","","has synonym","is a synonym of","","","False","","{471CF703-740F-4DB7-96AA-34B51569AAB5}"
"6","60214","0","52157","","is a synonym of","has synonym","","","False","","{7C8E34B5-2769-43CB-A694-58C90120652B}"
"7","52157","0","60336","","has synonym","is a synonym of","","","False","","{9F033F3E-34B6-4494-B50B-AC060DBD7741}"
"8","60336","0","52157","","is a synonym of","has synonym","","","False","","{33B158A5-0257-4C3F-92E2-ADAD18C34371}"
"13","52166","0","67575","","has synonym","is a synonym of","","","False","","{623EA247-A941-4555-B495-8CC969EB7240}"
"14","67575","0","52166","","is a synonym of","has synonym","","","False","","{D5587257-0933-4008-89DA-FC34DACAA681}"
"15","52166","0","67580","","has synonym","is a synonym of","","","False","","{73E45E5B-7339-419C-A5E9-044A6834C757}"
"16","67580","0","52166","","is a synonym of","has synonym","","","False","","{9D60A7A9-6400-44A4-9180-6342303389F5}"
"21","52192","0","52234","","has synonym","is a synonym of","","","False","","{222B0EBA-4273-41B6-92A6-759E727C5D30}"
"22","52234","0","52192","","is a synonym of","has synonym","","","False","","{2A522091-B177-4DE7-A6CE-AE0A5F32F4AB}"
"30","52770","0","52355","","is a synonym of","has synonym","","","False","","{BAD3A1A9-470C-4913-A4E5-24E5BAE75E52}"
"31","52451","0","52487","","has synonym","is a synonym of","","","False","","{9170FEE4-F0EB-419B-B88E-6C8B497127E1}"
"32","52487","0","52451","","is a synonym of","has synonym","","","False","","{F8C8FC94-A59D-499E-8E80-5EF3E55EFB98}"
"33","52502","0","82172","","has synonym","is a synonym of","","","False","","{7EF1DE0E-F857-42E5-B8CD-D7C7D5890F8E}"
"38","81274","0","52542","","is a synonym of","has synonym","","","False","","{05561FA5-3F8A-42D6-AB9A-7D280AA03190}"
"40","80355","0","52557","","is a synonym of","has synonym","","","False","","{F609FD78-755D-40F6-BAE9-2AE00FD58A62}"
"41","52605","0","76636","","has synonym","is a synonym of","","","False","","{8340703F-D3AB-4828-B4DA-852CC7ACB366}"
"46","58655","0","52672","","is a synonym of","has synonym","","","False","","{58D9B770-C8F9-48EB-A163-2297E6300482}"
"48","61042","0","52672","","is a synonym of","has synonym","","","False","","{C9271E71-B94C-4EF9-96CA-FD10E405590B}"
"50","61047","0","52672","","is a synonym of","has synonym","","","False","","{351EDBC4-6E13-4FE8-B058-CC55B7EF9F97}"
"55","52678","0","81790","","has synonym","is a synonym of","","","False","","{CD2171B1-E657-487B-86BA-BEA8182BFD72}"
"56","81790","0","52678","","is a synonym of","has synonym","","","False","","{448F003B-D7BA-4164-AFB8-35788DE33157}"
"57","52678","0","81791","","has synonym","is a synonym of","","","False","","{79F41A64-71BF-451F-A64B-70A0AEDD9690}"
"58","81791","0","52678","","is a synonym of","has synonym","","","False","","{8801E85E-BC9A-4ED3-85CB-D83353F44392}"
"63","52678","0","81796","","has synonym","is a synonym of","","","False","","{3E515ACE-D9D1-408F-AC0E-035F6D23B582}"
"64","81796","0","52678","","is a synonym of","has synonym","","","False","","{9AD9D339-E9BD-403A-BBFE-0C63C4B1F900}"
"65","52678","0","81798","","has synonym","is a synonym of","","","False","","{B9931CFB-F6F0-4350-A492-CFF340D0BEB5}"
"66","81798","0","52678","","is a synonym of","has synonym","","","False","","{25FA6CC2-AF20-4494-90D2-315CABED9032}"
"72","81801","0","52680","","is a synonym of","has synonym","","","False","","{C10F7BF2-CE67-4767-8B42-D67FAC87F634}"
"73","52680","0","81802","","has synonym","is a synonym of","","","False","","{2A101091-CF37-4DC9-A648-8F407D52BC0C}"
"74","81802","0","52680","","is a synonym of","has synonym","","","False","","{66B6C33A-27AA-487E-8C48-EDE2CBA9F038}"
"75","52680","0","81803","","has synonym","is a synonym of","","","False","","{A79242B2-BEEF-4B07-803E-EAE36C59F617}"
"80","81805","0","52680","","is a synonym of","has synonym","","","False","","{7A5BBCDC-F1E8-4928-98D6-CE0636F344C1}"
"81","52680","0","81806","","has synonym","is a synonym of","","","False","","{62E4263C-762A-44B0-A6E6-27C583498520}"
"82","81806","0","52680","","is a synonym of","has synonym","","","False","","{E34D932F-B8A0-4468-BDD7-DB452E44DB2B}"
"83","52681","0","69315","","has synonym","is a synonym of","","","False","","{CC3C7605-BC33-49AF-85B1-497739C6FB19}"
"88","81808","0","52681","","is a synonym of","has synonym","","","False","","{15459E64-C714-4DA0-9E1E-4E6801569433}"
"89","52681","0","81809","","has synonym","is a synonym of","","","False","","{5457DA29-7DCC-4029-80FB-C33049E61FCB}"
"90","81809","0","52681","","is a synonym of","has synonym","","","False","","{CBF70A2D-50EB-4867-A977-61D3EF2DAD62}"
"91","52681","0","81810","","has synonym","is a synonym of","","","False","","{6AC1224D-684B-400D-B2E0-72A652DD796E}"
"97","52725","0","76692","","has synonym","is a synonym of","","","False","","{29D249BC-414A-472E-AFC5-6FF6FE3CC0CB}"
"98","76692","0","52725","","is a synonym of","has synonym","","","False","","{31795A5F-D457-4C12-968C-0C83941F71D9}"
"199","53109","0","54678","","has synonym","is a synonym of","","","False","","{70A97634-EDA7-4DB0-95E2-ECBD147A40F1}"
"200","54678","0","53109","","is a synonym of","has synonym","","","False","","{5F5CA72E-A85D-4E52-B4DC-3B8471A9F7A1}"
"205","53144","0","61218","","has synonym","is a synonym of","","","False","","{855233F1-C2EE-429E-86D1-184D65B2ADFE}"
"206","61218","0","53144","","is a synonym of","has synonym","","","False","","{F83A1093-B9AE-4BF4-A359-F0F369A3C67D}"
"207","53144","0","61251","","has synonym","is a synonym of","","","False","","{93EC47B3-CD2A-4A0E-848A-DB328A27C0D5}"
"208","61251","0","53144","","is a synonym of","has synonym","","","False","","{6D3EAA95-FA1E-4BF6-A7C9-D7F2ACFE3379}"
"214","61569","0","53144","","is a synonym of","has synonym","","","False","","{7973EAFC-C7AB-4E73-9DD6-76CDC4A751F9}"
"215","53144","0","61598","","has synonym","is a synonym of","","","False","","{F5AAE150-6E44-48B5-AF11-FD63E41A93D0}"
"216","61598","0","53144","","is a synonym of","has synonym","","","False","","{5EE021F7-886C-4ACD-BC56-8E682847DCD5}"
"217","53144","0","61893","","has synonym","is a synonym of","","","False","","{678A5948-A5AC-46CA-8307-E15167273C3B}"
"222","62666","0","53144","","is a synonym of","has synonym","","","False","","{4525D887-45D9-47AE-A083-03AD24750561}"
"223","53144","0","62740","","has synonym","is a synonym of","","","False","","{04D7A856-F187-47CF-8CEC-14699869F3AA}"
"224","62740","0","53144","","is a synonym of","has synonym","","","False","","{56A90165-1D73-4DAD-8AFA-7497A3844A07}"
"225","53144","0","63219","","has synonym","is a synonym of","","","False","","{705125DE-FBBC-45E5-8787-3DEB6187E312}"
"230","63295","0","53144","","is a synonym of","has synonym","","","False","","{31E20654-04D5-43CD-82D4-09C18B66BF83}"
"231","53144","0","63343","","has synonym","is a synonym of","","","False","","{D12DDA72-BB8B-479A-8724-52E0F5F97C59}"
"232","63343","0","53144","","is a synonym of","has synonym","","","False","","{244922B3-C74A-401E-B6FF-1F99D82613B3}"
"233","53144","0","63652","","has synonym","is a synonym of","","","False","","{7009CE25-F648-4A90-92C4-F9CB01F95850}"
"239","53184","0","73747","","has synonym","is a synonym of","","","False","","{27F418E7-9040-4E3A-9329-7577C61AEF25}"
"240","73747","0","53184","","is a synonym of","has synonym","","","False","","{D48BF460-3D1F-474E-B585-3AF5D4BBAABE}"
"241","53184","0","73748","","has synonym","is a synonym of","","","False","","{F986E33B-F1E2-41FE-9EEA-F5E4E33E8B79}"
"242","73748","0","53184","","is a synonym of","has synonym","","","False","","{BA2A0B9B-9F5D-409C-B835-A2036D39718A}"
"248","78483","0","53231","","is a synonym of","has synonym","","","False","","{B535B870-7A99-4D43-96D6-0F16B659AA54}"
"249","53233","0","60533","","has synonym","is a synonym of","","","False","","{908ECF17-F9AF-4271-9CB7-3D38AB1CE18B}"
"250","60533","0","53233","","is a synonym of","has synonym","","","False","","{B5C71F3A-D77C-4692-AE9D-F04E0D4F37FD}"
"255","53258","0","78375","","has synonym","is a synonym of","","","False","","{D84DE0D3-3C1A-4EAA-9BC2-E0A76E69331C}"
"256","78375","0","53258","","is a synonym of","has synonym","","","False","","{1B44C721-9A41-48A6-AF65-00A8AE533861}"
"257","53258","0","78376","","has synonym","is a synonym of","","","False","","{756104BA-646B-4516-A6A1-F65DA62A8EA7}"
"258","78376","0","53258","","is a synonym of","has synonym","","","False","","{4B78FD55-1CF2-4C20-A242-4C2728E841A5}"
"259","53258","0","78377","","has synonym","is a synonym of","","","False","","{D5B6E896-C55B-4DB0-B1CB-F4E4E897C7F4}"
"264","78379","0","53258","","is a synonym of","has synonym","","","False","","{349DF43E-6918-4831-89E7-55DF06883889}"
"265","53258","0","78380","","has synonym","is a synonym of","","","False","","{AECBD9D4-DB74-4CDE-AFD9-55B0097DC492}"
"266","78380","0","53258","","is a synonym of","has synonym","","","False","","{0CA616EB-265C-4699-8419-6C936B05C98C}"
"267","53258","0","78381","","has synonym","is a synonym of","","","False","","{0FA876E5-8A49-4B16-B6A4-72572DA38BCD}"
"272","78383","0","53258","","is a synonym of","has synonym","","","False","","{681E4B5F-0FEC-4B10-8EFD-B9FDBC860A0E}"
"273","53258","0","78385","","has synonym","is a synonym of","","","False","","{21816D1E-A599-4D71-89D4-8071FEDCEED2}"
"274","78385","0","53258","","is a synonym of","has synonym","","","False","","{94D65E81-3933-4ABE-BC47-E183909D94C9}"
"275","53258","0","78386","","has synonym","is a synonym of","","","False","","{03460632-D687-4806-A127-3A9281582080}"
"281","53267","0","60081","","has synonym","is a synonym of","","","False","","{6FFB84EE-6215-4B68-983F-9780AA3384BA}"
"282","60081","0","53267","","is a synonym of","has synonym","","","False","","{7D5CB877-CDDD-4752-A84B-F07F88CF3685}"
"283","53267","0","60157","","has synonym","is a synonym of","","","False","","{35DDDCF6-2545-480C-A5F1-E9D7CDE24C88}"
"284","60157","0","53267","","is a synonym of","has synonym","","","False","","{21C2B8A0-4F4C-4C09-91E9-FF514174AAF9}"
"289","53270","0","74551","","has synonym","is a synonym of","","","False","","{6867A1A9-FBE6-4A1E-BB2E-8A64AC8679D6}"
"290","74551","0","53270","","is a synonym of","has synonym","","","False","","{8C4214CD-C106-4B0D-A18D-8F4D766B5D40}"
"9","52157","0","61469","","has synonym","is a synonym of","","","False","","{AD555DEA-C108-4DAA-A017-EB25C93433ED}"
"10","61469","0","52157","","is a synonym of","has synonym","","","False","","{F4C22691-3BC6-41A7-AE44-2C631787732B}"
"11","52166","0","61755","","has synonym","is a synonym of","","","False","","{10324C28-E1E6-4B45-8E55-65BA8DD705EC}"
"12","61755","0","52166","","is a synonym of","has synonym","","","False","","{F3C7AB3B-66F1-447C-9BA9-F2D6EFECEEBC}"
"11953","96301","0","96302","","has synonym","is a synonym of","","","False","","{EDDD2BB9-D9DC-4B19-A8BD-EE7C3B97B077}"
"11954","96302","0","96301","","is a synonym of","has synonym","","","False","","{582B559B-4076-4EC9-ABAF-0ED5CE7E7703}"
"12622","96983","0","96982","","is a synonym of","has synonym","","","False","","{23A87C49-821A-4FBD-B8BC-076884D1C21D}"
"12623","96982","0","96985","","has synonym","is a synonym of","","","False","","{B4EDE61D-F974-42DD-827E-8EB8C322A2C1}"
"12610","82440","0","96922","","is a synonym of","has synonym","","","False","","{194CB652-4D0F-4C1D-95C3-F05E677827CB}"
"12621","96982","0","96983","","has synonym","is a synonym of","","","False","","{A99B1B7C-4449-4EB3-8F00-1E6E95ACD1C4}"
"12626","96982","0","96985","","is a synonym of","has synonym","","","False","","{D1155C02-E4B7-44DB-99B7-1CC84DA0E3E9}"
"12628","96983","0","96985","","is a synonym of","has synonym","","","False","","{4B9FF755-24C3-4AFE-BEE9-C8950D3CE5FF}"
"7277","91712","0","94250","","has synonym","is a synonym of","","","False","","{607E3D7D-7DAC-402D-B45D-9D81BEA72DF7}"
"7278","94250","0","91712","","is a synonym of","has synonym","","","False","","{4AB4911A-3AF1-46AD-A37E-167E27389DA7}"
"17","52166","0","67583","","has synonym","is a synonym of","","","False","","{6DECF99C-5CFF-41D4-B02B-D152B7A0D8F7}"
"18","67583","0","52166","","is a synonym of","has synonym","","","False","","{803186F7-F9C5-4A3C-B40E-BC09752183EF}"
"34","82172","0","52502","","is a synonym of","has synonym","","","False","","{AD1B2A13-A29F-486E-BCDC-FD52D782DE0D}"
"35","52502","0","82179","","has synonym","is a synonym of","","","False","","{0753B735-9810-4BE6-9AA7-B63B986089B4}"
"36","82179","0","52502","","is a synonym of","has synonym","","","False","","{C49F43A4-B3BD-4847-95A7-26BB76963750}"
"37","52542","0","81274","","has synonym","is a synonym of","","","False","","{5BB0F3B2-FA32-4C56-B9EE-501BDD2618D2}"
"42","76636","0","52605","","is a synonym of","has synonym","","","False","","{EF78C15A-40DD-4F83-926D-D31DC8876284}"
"43","52662","0","52660","","has synonym","is a synonym of","","","False","","{E5B45BF0-8C46-48A2-B7FB-FF34A3BF8CD7}"
"44","52660","0","52662","","is a synonym of","has synonym","","","False","","{C8082644-7DF4-41F9-9229-98D86229CE74}"
"52","61121","0","52672","","is a synonym of","has synonym","","","False","","{907C5894-63E7-470D-80A1-6FE1E2CD6D63}"
"54","61208","0","52672","","is a synonym of","has synonym","","","False","","{F6DDA703-06A9-495C-B610-3FA481F5E3E2}"
"59","52678","0","81792","","has synonym","is a synonym of","","","False","","{7E38CC57-82C4-443B-9F8A-7FE0C9B74AA5}"
"60","81792","0","52678","","is a synonym of","has synonym","","","False","","{5E85B4DB-72E0-43E6-B4FD-1C037D18ED98}"
"61","52678","0","81793","","has synonym","is a synonym of","","","False","","{2E24C588-103A-4F3B-A2C9-1F9AADEC48C6}"
"62","81793","0","52678","","is a synonym of","has synonym","","","False","","{BBD1E4EF-AB10-4D4E-9908-28CE66C15E56}"
"67","52678","0","81799","","has synonym","is a synonym of","","","False","","{BCD6F694-AAC5-48D8-91E7-8398E7BB83DD}"
"68","81799","0","52678","","is a synonym of","has synonym","","","False","","{6C5445B6-5835-47A1-A666-45535708EC1C}"
"69","52678","0","81800","","has synonym","is a synonym of","","","False","","{36778F1C-B28E-4511-9BC4-FA04FA102272}"
"70","81800","0","52678","","is a synonym of","has synonym","","","False","","{BA3D9DFD-C7E4-4B53-8FFA-D69EC24DD8D9}"
"71","52680","0","81801","","has synonym","is a synonym of","","","False","","{E6943561-7B75-4413-8EF8-73C678FDAF2B}"
"76","81803","0","52680","","is a synonym of","has synonym","","","False","","{275CA6DE-570B-46E3-B2DD-929A876E26A9}"
"77","52680","0","81804","","has synonym","is a synonym of","","","False","","{6E660B6E-0E11-4D0E-8733-9F7B76314679}"
"78","81804","0","52680","","is a synonym of","has synonym","","","False","","{36DC17E2-7843-4C11-92AE-74556FAC958F}"
"79","52680","0","81805","","has synonym","is a synonym of","","","False","","{086A113D-9229-4264-A9CA-571338EF88E1}"
"84","69315","0","52681","","is a synonym of","has synonym","","","False","","{1A1DD595-19BA-4EBF-B1CB-49E4FDFCE30A}"
"85","52681","0","81807","","has synonym","is a synonym of","","","False","","{CF1DCD6A-5D56-48D4-94A5-872030F0E43A}"
"86","81807","0","52681","","is a synonym of","has synonym","","","False","","{5E559198-EB97-4878-9680-E50DFDFE6D36}"
"87","52681","0","81808","","has synonym","is a synonym of","","","False","","{A432DFC1-088E-4EF8-B4F1-0540945FA009}"
"92","81810","0","52681","","is a synonym of","has synonym","","","False","","{E8C3051E-CB32-4754-ADDC-CB5E52AB7A6E}"
"93","52711","0","54386","","has synonym","is a synonym of","","","False","","{FF94F29C-E7C7-47B7-9709-3643C260F72F}"
"94","54386","0","52711","","is a synonym of","has synonym","","","False","","{9AFE3373-16F0-483C-94A0-A8BC1AE4669E}"
"95","52725","0","52716","","has synonym","is a synonym of","","","False","","{6C097488-B055-4CE0-82A0-76154E446CBA}"
"96","52716","0","52725","","is a synonym of","has synonym","","","False","","{06CDA6EE-792B-4261-9BD8-8BFF7EBE178D}"
"201","53109","0","59390","","has synonym","is a synonym of","","","False","","{31477B04-3496-422F-BA39-339EDDD90B14}"
"202","59390","0","53109","","is a synonym of","has synonym","","","False","","{3EE254ED-BA76-4DF1-8AC8-813CD22A7FAF}"
"203","53109","0","59778","","has synonym","is a synonym of","","","False","","{63E05A6F-5606-4C23-9252-4B67A3A2A424}"
"204","59778","0","53109","","is a synonym of","has synonym","","","False","","{33D50A22-E85C-468F-90B5-8D34AAF27F41}"
"209","53144","0","61307","","has synonym","is a synonym of","","","False","","{83A39F9F-3B21-4A30-B135-5E07142F12AE}"
"210","61307","0","53144","","is a synonym of","has synonym","","","False","","{150D2352-9C3D-4B18-99DF-73834636E33C}"
"211","53144","0","61367","","has synonym","is a synonym of","","","False","","{465E282C-B9D3-43C6-A115-8545541D70BE}"
"212","61367","0","53144","","is a synonym of","has synonym","","","False","","{AE62D7E0-CE71-451D-A1F9-0512A5738475}"
"213","53144","0","61569","","has synonym","is a synonym of","","","False","","{F1704C44-24A9-4211-9B02-0E3A60A6012C}"
"218","61893","0","53144","","is a synonym of","has synonym","","","False","","{131D639D-CB0E-49DC-AD75-330FA0BDE054}"
"219","53144","0","62280","","has synonym","is a synonym of","","","False","","{7095281E-70AF-4E78-919E-AD30CE130E01}"
"220","62280","0","53144","","is a synonym of","has synonym","","","False","","{782F17E0-526F-4C5B-AC27-6BFF0754E039}"
"221","53144","0","62666","","has synonym","is a synonym of","","","False","","{2EA5BAD8-9A86-480B-87C4-FC1BE6315F37}"
"226","63219","0","53144","","is a synonym of","has synonym","","","False","","{168F2274-756B-4FC2-886C-5DBB8076A6CC}"
"227","53144","0","63259","","has synonym","is a synonym of","","","False","","{4248BEBE-BD82-469C-A72E-30B1485AB6A6}"
"228","63259","0","53144","","is a synonym of","has synonym","","","False","","{BD0E668F-4019-4E54-BBA9-A17094B0FCDC}"
"229","53144","0","63295","","has synonym","is a synonym of","","","False","","{F434A473-3AA1-4E48-BB8A-2220FBEC61C1}"
"234","63652","0","53144","","is a synonym of","has synonym","","","False","","{38FB179C-9595-4DF9-8A44-2F0E1FC09921}"
"235","53153","0","81341","","has synonym","is a synonym of","","","False","","{60553199-8E0C-4407-B347-BC5A100D1726}"
"236","81341","0","53153","","is a synonym of","has synonym","","","False","","{CBF4573B-09F8-4E80-A058-C1253FCF9290}"
"237","53153","0","81343","","has synonym","is a synonym of","","","False","","{4808140B-164C-4C82-8B22-10B64499FED4}"
"238","81343","0","53153","","is a synonym of","has synonym","","","False","","{D090642E-1C60-4A18-B629-C35CF13CFECB}"
"243","53208","0","79223","","has synonym","is a synonym of","","","False","","{21BA8632-8F50-4AED-B42E-8278FEF911FB}"
"244","79223","0","53208","","is a synonym of","has synonym","","","False","","{ABE033E0-D6A6-4999-879E-42D39420D6B7}"
"246","76328","0","53231","","is a synonym of","has synonym","","","False","","{EB046415-B859-40A2-A11B-5961744E03B5}"
"251","53258","0","78316","","has synonym","is a synonym of","","","False","","{F17F9AAA-0695-4188-B63A-FC1E6A8B1F73}"
"252","78316","0","53258","","is a synonym of","has synonym","","","False","","{339477E1-2033-4001-AF3A-188B32BFA75C}"
"253","53258","0","78317","","has synonym","is a synonym of","","","False","","{BE5FEBDD-363E-417F-ACA6-B7E5BA5460A1}"
"254","78317","0","53258","","is a synonym of","has synonym","","","False","","{465909C3-A0CC-4700-84CA-F559278225F7}"
"260","78377","0","53258","","is a synonym of","has synonym","","","False","","{3EF5CCA4-055A-4E9A-9109-D62F71322E7F}"
"261","53258","0","78378","","has synonym","is a synonym of","","","False","","{12F6C944-4B06-49CD-9CA4-82F27D0AD95E}"
"262","78378","0","53258","","is a synonym of","has synonym","","","False","","{2523495B-0C97-40AF-ACB5-7E1F3335EC8E}"
"263","53258","0","78379","","has synonym","is a synonym of","","","False","","{948FB134-A0B6-4A10-A5FF-7D296ECABB35}"
"268","78381","0","53258","","is a synonym of","has synonym","","","False","","{CC54AF6F-C8B4-4118-A11B-6FAE5953E247}"
"269","53258","0","78382","","has synonym","is a synonym of","","","False","","{7DE03984-65C8-4A52-A18D-9C11BE1872AA}"
"270","78382","0","53258","","is a synonym of","has synonym","","","False","","{CAC4C628-C3DE-40DF-9D5E-84D9984DD2A1}"
"271","53258","0","78383","","has synonym","is a synonym of","","","False","","{69AC6AE7-66B1-45D8-A31C-723F27A40B3F}"
"276","78386","0","53258","","is a synonym of","has synonym","","","False","","{F378DE8A-82C1-4F1C-9E26-7C4CCE25829D}"
"279","53267","0","53264","","has synonym","is a synonym of","","","False","","{74981483-E2EE-497C-82AD-A1B6B7BD3704}"
"285","53267","0","60372","","has synonym","is a synonym of","","","False","","{9B4597C6-E354-40FD-95DA-CDDD5E5CACCB}"
"286","60372","0","53267","","is a synonym of","has synonym","","","False","","{EEE88A87-3CC4-4FC7-AE7D-F91CC2C8B2B5}"
"287","53270","0","73666","","has synonym","is a synonym of","","","False","","{3D9FC025-8C27-4286-82DB-0B395B0D70C2}"
"288","73666","0","53270","","is a synonym of","has synonym","","","False","","{231FFB10-3341-4213-9A71-3FE0FB255B41}"
"293","53270","0","76956","","has synonym","is a synonym of","","","False","","{3302E09C-5232-4541-805E-594D9C5ACA7B}"
"294","76956","0","53270","","is a synonym of","has synonym","","","False","","{322F1EE7-A544-4AE7-B909-61DE816D8C9E}"
"295","53270","0","77777","","has synonym","is a synonym of","","","False","","{D0CB5DB7-2438-4D61-B89F-04CCB39A3162}"
"296","77777","0","53270","","is a synonym of","has synonym","","","False","","{C0A1EF33-9ECA-48A2-8EDB-462B502043CA}"
"419","54701","0","73735","","has synonym","is a synonym of","","","False","","{5EE34006-3E97-48AA-91E2-4D0F1765FC2B}"
"420","73735","0","54701","","is a synonym of","has synonym","","","False","","{2256128D-BFDA-498E-9EE4-30337478D03B}"
"421","54844","0","69562","","has synonym","is a synonym of","","","False","","{C5A6D7BF-DF5F-400A-BDA0-AB406E4F2954}"
"427","55024","0","52947","","has synonym","is a synonym of","","","False","","{39D44F3D-B8D6-4817-A168-C33E804028D2}"
"428","52947","0","55024","","is a synonym of","has synonym","","","False","","{5300613F-51E6-4AD2-9697-700B470F19A1}"
"429","55024","0","55029","","has synonym","is a synonym of","","","False","","{AC7F376C-2A54-4652-9A79-80E8287A6D35}"
"430","55029","0","55024","","is a synonym of","has synonym","","","False","","{B1AB1F78-4573-4EB5-AB59-D751A0F4FBF6}"
"436","77774","0","55063","","is a synonym of","has synonym","","","False","","{1C58B00E-CF2E-4C59-AFA3-A5886DDC38E8}"
"438","77776","0","55063","","is a synonym of","has synonym","","","False","","{77153B58-3BD1-4059-9206-A2D89FC12739}"
"444","76418","0","55175","","is a synonym of","has synonym","","","False","","{C1B8DF42-195A-4764-A541-97AB70F9F3E2}"
"452","76423","0","55175","","is a synonym of","has synonym","","","False","","{B5D08379-C032-4574-B8D4-BCE815F13CFE}"
"460","69377","0","55184","","is a synonym of","has synonym","","","False","","{CB5F0A6C-9D72-43CC-AD00-43A5C4FCDFF4}"
"461","55184","0","69378","","has synonym","is a synonym of","","","False","","{CDC6DAA3-01B6-45DF-9C29-DA5758BDF0A9}"
"462","69378","0","55184","","is a synonym of","has synonym","","","False","","{38BAC6C3-FAEC-4606-BD06-14A17A626F2B}"
"463","55184","0","69380","","has synonym","is a synonym of","","","False","","{4D1F68BF-CB9F-495D-9659-38C2BCCA0906}"
"468","69382","0","55184","","is a synonym of","has synonym","","","False","","{911DA518-6761-4FE0-B531-132246A02E3D}"
"469","55184","0","69384","","has synonym","is a synonym of","","","False","","{C1C4E2C5-3BB1-4CDA-BC22-AE8B6F508404}"
"470","69384","0","55184","","is a synonym of","has synonym","","","False","","{7FF5B99B-F032-4C7C-AF6B-ADBB57D2180B}"
"471","55184","0","69386","","has synonym","is a synonym of","","","False","","{039FD96D-2297-4C3D-B07D-DF4DA3B4CF40}"
"472","69386","0","55184","","is a synonym of","has synonym","","","False","","{9A33C47B-8D8E-49CD-B313-4584E1A84FC6}"
"477","55185","0","69389","","has synonym","is a synonym of","","","False","","{6C66FC51-A64E-4354-9DE0-E993D1B718C6}"
"478","69389","0","55185","","is a synonym of","has synonym","","","False","","{5FF896B3-1044-4CB3-9FCF-95E66110BC29}"
"479","55188","0","54822","","has synonym","is a synonym of","","","False","","{86DA72DC-86A5-48FC-95A9-CB939CC8250A}"
"480","54822","0","55188","","is a synonym of","has synonym","","","False","","{3F6164BA-F415-49FD-9699-AE1B51DE9811}"
"485","55191","0","69416","","has synonym","is a synonym of","","","False","","{33DCFBE4-1512-4452-8CA8-99C9180DC84B}"
"486","69416","0","55191","","is a synonym of","has synonym","","","False","","{0CA5D04A-5F77-47AD-953A-899F797BEA88}"
"487","55191","0","69418","","has synonym","is a synonym of","","","False","","{26FAE148-F890-44CD-A334-18BE8DB9A854}"
"488","69418","0","55191","","is a synonym of","has synonym","","","False","","{CA09FF28-E941-4C6B-882F-B1170FAC8C1F}"
"494","69419","0","55192","","is a synonym of","has synonym","","","False","","{22DBE47A-4E64-4381-9DD2-F750D04536C3}"
"495","55192","0","69421","","has synonym","is a synonym of","","","False","","{56AEF40C-F012-4A88-B1B4-54E799436722}"
"496","69421","0","55192","","is a synonym of","has synonym","","","False","","{42A10D9A-37CE-4DB9-A2E9-06E8CF7279AE}"
"497","55192","0","69423","","has synonym","is a synonym of","","","False","","{A5EC1FD4-AE23-47F7-B5C2-8F6989AA8510}"
"502","55270","0","55194","","is a synonym of","has synonym","","","False","","{0041F72B-90B1-45A9-B06A-6F79A884DAC0}"
"503","55200","0","55307","","has synonym","is a synonym of","","","False","","{38E5D1F5-4A3F-4031-83B7-AC58DC743811}"
"504","55307","0","55200","","is a synonym of","has synonym","","","False","","{63515362-C283-4EAE-957A-D7E1DA411EC1}"
"505","55200","0","69435","","has synonym","is a synonym of","","","False","","{44535D1F-DEA7-4F1F-9387-AC7F21928D11}"
"510","69438","0","55200","","is a synonym of","has synonym","","","False","","{990EF451-1025-43F8-89A4-4095B51B54DF}"
"511","55200","0","69439","","has synonym","is a synonym of","","","False","","{7F00DE05-C742-4676-9A99-8CC85180BBDD}"
"512","69439","0","55200","","is a synonym of","has synonym","","","False","","{C6F2626E-CA17-4759-9B2B-52D6863B9A29}"
"513","55211","0","69461","","has synonym","is a synonym of","","","False","","{E312607C-38EF-4580-BAA9-3EB6550C912E}"
"519","55211","0","69464","","has synonym","is a synonym of","","","False","","{E216FC1C-5B2F-4971-8279-848A4FA2FAB8}"
"520","69464","0","55211","","is a synonym of","has synonym","","","False","","{C269B103-4779-42A9-B714-48B9D9ACF8CB}"
"535","55328","0","69589","","has synonym","is a synonym of","","","False","","{AD7E8443-F2E1-46E1-A0D2-3AE41A353574}"
"536","69589","0","55328","","is a synonym of","has synonym","","","False","","{3B76866F-CB1F-4C80-85FC-67C99B79FE00}"
"537","55329","0","69591","","has synonym","is a synonym of","","","False","","{EE46771C-C836-46AC-84F2-59FB7C122007}"
"538","69591","0","55329","","is a synonym of","has synonym","","","False","","{62E09707-E544-4318-85D0-2180FA1FE34E}"
"544","69596","0","55332","","is a synonym of","has synonym","","","False","","{B82DEF59-AA8C-45CE-B0F7-AB1C07F42F1B}"
"552","55411","0","55423","","is a synonym of","has synonym","","","False","","{DDE31948-8EC3-4B77-A03F-899C2D8689AD}"
"561","55484","0","65060","","has synonym","is a synonym of","","","False","","{83E36607-5666-4DD8-B9F2-00275EB20E1A}"
"562","65060","0","55484","","is a synonym of","has synonym","","","False","","{EC2030F5-A33D-45A9-BBC8-4C7E9A480A94}"
"563","55484","0","66431","","has synonym","is a synonym of","","","False","","{258FBFBD-16FF-4335-93B8-A994F9D27500}"
